icao,iata,name,city,country,lat,lng,alt
PAGN,AGN,Angoon Seaplane Base,Angoon,United States,57.503601,-134.585007,0
PAEL,ELV,Elfin Cove Seaplane Base,Elfin Cove,United States,58.1952018738,-136.347000122,0
PANR,FNR,Funter Bay Seaplane Base,Funter Bay,United States,58.2543983459,-134.897994995,0
PAOH,HNH,Hoonah Airport,Hoonah,United States,58.0961,-135.410111,19
PAFE,AFE,Kake Airport,Kake,United States,56.9613990784,-133.910003662,172
PAMM,MTM,Metlakatla Seaplane Base,Metakatla,United States,55.1310005188,-131.5780029297,0
PAHY,HYG,Hydaburg Seaplane Base,Hydaburg,United States,55.2062988281,-132.8280029297,0
PAII,EGX,Egegik Airport,Egegik,United States,58.1855010986,-157.375,92
PAPE,KPV,Perryville Airport,Perryville,United States,55.905998,-159.162993,29
PAPN,PIP,Pilot Point Airport,Pilot Point,United States,57.5803985596,-157.572006226,57
PFWS,WSN,South Naknek Nr 2 Airport,South Naknek,United States,58.7033996582,-157.007995605,162
PAKH,AKK,Akhiok Airport,Akhiok,United States,56.9387016296,-154.182998657,44
PAKY,KYK,Karluk Airport,Karluk,United States,57.5671005249,-154.449996948,137
PALB,KLN,Larsen Bay Airport,Larsen Bay,United States,57.5350990295,-153.977996826,87
PAFM,ABL,Ambler Airport,Ambler,United States,67.106300354,-157.856994629,334
PABL,BKC,Buckland Airport,Buckland,United States,65.9815979004,-161.149002075,31
PAIK,IAN,Bob Baker Memorial Airport,Kiana,United States,66.9759979248,-160.43699646,166
PAOB,OBU,Kobuk Airport,Kobuk,United States,66.9123001099,-156.897003174,137
PFNO,ORV,Robert (Bob) Curtis Memorial Airport,Noorvik,United States,66.81790161,-161.0189972,55
PASK,WLK,Selawik Airport,Selawik,United States,66.60009766,-159.9859924,17
PFKT,KTS,Brevig Mission Airport,Brevig Mission,United States,65.3312988281,-166.466003418,38
PFEL,ELI,Elim Airport,Elim,United States,64.61470032,-162.2720032,162
PAGL,GLV,Golovin Airport,Golovin,United States,64.5504989624,-163.007003784,59
PATE,TLA,Teller Airport,Teller,United States,65.2404022217,-166.339004517,294
PAIW,WAA,Wales Airport,Wales,United States,65.622593,-168.095,22
PAWM,WMO,White Mountain Airport,White Mountain,United States,64.689201355,-163.412994385,267
PAKK,KKA,Koyuk Alfred Adams Airport,Koyuk,United States,64.9394989014,-161.154006958,154
PAMK,SMK,St Michael Airport,St. Michael,United States,63.49010086,-162.1100006,98
PFSH,SKK,Shaktoolik Airport,Shaktoolik,United States,64.37110138,-161.223999,24
PATC,TNC,Tin City Long Range Radar Station Airport,Tin City,United States,65.56310272,-167.9219971,271
PAAK,AKB,Atka Airport,Atka,United States,52.22029877,-174.2059937,57
PACY,CYT,Yakataga Airport,Yakataga,United States,60.0820007324,-142.492996216,12
PAUK,AUK,Alakanuk Airport,Alakanuk,United States,62.6800422668,-164.659927368,10
PAKI,KPN,Kipnuk Airport,Kipnuk,United States,59.9329986572,-164.031005859,11
PAKF,KFP,False Pass Airport,False Pass,United States,54.8474006653,-163.4100036621,20
PAOU,NLG,Nelson Lagoon Airport,Nelson Lagoon,United States,56.0074996948,-161.1600036621,14
PAAL,PML,Port Moller Airport,Cold Bay,United States,56.0060005188,-160.561004639,20
PAKW,KLW,Klawock Airport,Klawock,United States,55.5792007446,-133.076004028,80
PAQH,KWN,Quinhagak Airport,Quinhagak,United States,59.75510025,-161.8450012,42
PFKO,KOT,Kotlik Airport,Kotlik,United States,63.0306015015,-163.533004761,15
PFKU,KYU,Koyukuk Airport,Koyukuk,United States,64.8760986328,-157.727005005,149
PACM,SCM,Scammon Bay Airport,Scammon Bay,United States,61.8452987671,-165.570999146,14
PANO,NNL,Nondalton Airport,Nondalton,United States,59.9802017212,-154.8390045166,314
PADY,KKH,Kongiganak Airport,Kongiganak,United States,59.9608001709,-162.880996704,30
PAFS,NIB,Nikolai Airport,Nikolai,United States,63.0186004639,-154.358001709,441
PFAK,AKI,Akiak Airport,Akiak,United States,60.9029006958,-161.231002808,30
PAWI,AIN,Wainwright Airport,Wainwright,United States,70.6380004883,-159.994995117,41
SAHZ,APZ,Zapala Airport,ZAPALA,Argentina,-38.975498,-70.113602,3330
SAHS,RDS,Rincon De Los Sauces Airport,Rincon de los Sauces,Argentina,-37.3905982971,-68.9041976929,1968
SCNT,PNT,Tte. Julio Gallardo Airport,Puerto Natales,Chile,-51.6715011597,-72.5283966064,217
SAVS,SGV,Sierra Grande Airport,Sierra Grande,Argentina,-41.5917015076,-65.3394012451,688
SAVJ,IGB,Cabo F.A.A. H. R. Bordón Airport,Ingeniero Jacobacci,Argentina,-41.3208999634,-69.5748977661,2925
PFCB,NCN,Chenega Bay Airport,Chenega,United States,60.0773010254,-147.992004395,72
PFTO,TKJ,Tok Junction Airport,Tok,United States,63.32949829,-142.9539948,1639
PACR,IRC,Circle City /New/ Airport,Circle,United States,65.830498,-144.076008,613
PASL,SLQ,Sleetmute Airport,Sleetmute,United States,61.7005004883,-157.166000366,190
PAHV,HKB,Healy River Airport,Healy,United States,63.8661994934,-148.9689941406,1263
PAQC,AQC,Klawock Seaplane Base,Klawock,United States,55.5546989441,-133.1020050049,0
PAMH,MHM,Minchumina Airport,Lake Minchumina,United States,63.8860015869,-152.3020019531,678
PAML,MLY,Manley Hot Springs Airport,Manley Hot Springs,United States,64.9975967407,-150.643997192,270
CNH2,,Natuashish Airport,Natuashish,Canada,55.913898,-61.184399,30
CCD4,YSO,Postville Airport,Postville,Canada,54.9105,-59.78507,193
CYKG,YWB,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Canada,61.5886001587,-71.929397583,501
CYTF,YTF,Alma Airport,Alma,Canada,48.5088996887,-71.6418991089,445
CYGV,YGV,Havre St Pierre Airport,Havre-Saint-Pierre,Canada,50.2818984985,-63.6114006042,124
CYXK,YXK,Rimouski Airport,Rimouski,Canada,48.478099823,-68.4969024658,82
CYBQ,XTL,Tadoule Lake Airport,Tadoule Lake,Canada,58.7061,-98.512199,923
CZWH,XLB,Lac Brochet Airport,Lac Brochet,Canada,58.6175003052,-101.46900177,1211
CZSN,XSI,South Indian Lake Airport,South Indian Lake,Canada,56.7928009033,-98.9072036743,951
CYBT,YBT,Brochet Airport,Brochet,Canada,57.8894,-101.679001,1136
CZGR,ZGR,Little Grand Rapids Airport,Little Grand Rapids,Canada,52.0456008911,-95.4657974243,1005
CYCR,YCR,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,Canada,54.6105995178,-97.7608032227,709
CYRS,YRS,Red Sucker Lake Airport,Red Sucker Lake,Canada,54.1671981812,-93.5571975708,729
CYOP,YOP,Rainbow Lake Airport,Rainbow Lake,Canada,58.4914016724,-119.4079971313,1759
CYBF,YBY,Bonnyville Airport,Bonnyville,Canada,54.304199,-110.744003,1836
CAC8,ZNA,Nanaimo Harbour Water Airport,Nanaimo,Canada,49.1833000183,-123.949996948,0
CAX6,YGG,Ganges Seaplane Base,Ganges,Canada,48.8545,-123.4969,0
CYJM,YJM,Fort St James Airport,Fort St. James,Canada,54.3972015381,-124.2630004883,2364
CZBB,YDT,Boundary Bay Airport,Boundary Bay,Canada,49.0741996765,-123.012001038,6
CYNJ,,Langley Airport,Langley Township,Canada,49.1007995605,-122.630996704,34
CYJQ,ZEL,Denny Island Airport,Bella Bella,Canada,52.139702,-128.063997,162
CFJ2,YFJ,Wekweètì Airport,Wekweeti,Canada,64.190804,-114.077002,1208
MM52,,Camaguey-Campo Cuatro Milpas Airport,Guasave,Mexico,25.6522006989,-108.5380020142,92
MMSL,,Cabo San Lucas International Airport,Cabo San Lucas,Mexico,22.9477005005,-109.93699646,459
MNCI,RNI,Corn Island,Corn Island,Nicaragua,12.162899971,-83.0637969971,1
MNBZ,BZA,San Pedro Airport,Bonanza,Nicaragua,13.9499998093,-84.5999984741,600
MNRT,RFS,Rosita Airport,Rosita,Nicaragua,13.8896999359,-84.4088973999,193
MNSI,SIU,Siuna,Siuna,Nicaragua,13.7272224426,-84.7777786255,606
MNWP,WSP,Waspam Airport,Waspam,Nicaragua,14.7391996384,-83.9693984985,98
MNSC,,San Carlos,San Carlos,Nicaragua,11.1333999634,-84.7699966431,91
MRCR,PLD,Playa Samara/Carrillo Airport,Carrillo,Costa Rica,9.8705101013,-85.4813995361,50
MDCZ,COZ,Constanza - Expedición 14 de Junio National Airport,Constanza,Dominican Republic,18.9074993134,-70.7219009399,3950
MKNG,NEG,Negril Airport,Negril,Jamaica,18.3428001404,-78.3320999146,9
TJRV,RVR,José Aponte de la Torre Airport,Ceiba,Puerto Rico,18.245300293,-65.6434020996,38
VI22,SPB,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,Virgin Islands,18.3386001587,-64.9406967163,0
SAVR,ARR,D. Casimiro Szlapelis Airport,Alto Rio Senguer,Argentina,-45.013599,-70.812202,2286
SAWS,JSM,Jose De San Martin Airport,Jose de San Martin,Argentina,-44.0485992432,-70.4589004517,2407
SLUY,UYU,Uyuni Airport,Uyuni,Bolivia,-20.4463005066,-66.8483963013,11136
NGAB,ABF,Abaiang Airport,Abaiang Atoll,Kiribati,1.798609972,173.0410003662,0
SMAF,,Afobakka Airstrip,Afobaka,Suriname,4.998505,-54.992033,80
SMDU,,Alalapadu Airstrip,Alapadu,Suriname,2.5235,-56.3247,880
SMBN,ABN,Albina Airport,Albina,Suriname,5.512720108,-54.0500984192,19
SMDA,DRJ,Drietabbetje Airport,Drietabbetje,Suriname,4.1166667938,-54.6666717529,236
SMKA,,Kabalebo Airport,Kabalebo,Suriname,4.4060001373,-57.2229995728,535
SMKE,,Kayser Airport,Kayser,Suriname,3.0999999046,-56.483001709,849
SMSM,,Kwamalasoemoetoe Airport Airport,Kwamelasemoetoe,Suriname,2.333329916,-56.7833328247,905
SMMO,,Moengo Airstrip,Moengo,Suriname,5.6076,-54.4003,49
SMNI,ICK,Nieuw Nickerie Airport,Nieuw Nickerie,Suriname,5.9555602074,-57.0393981934,9
SMPA,OEM,Vincent Fayks Airport,Paloemeu,Suriname,3.345279932,-55.4425010681,714
SMSI,,Sipaliwini Airport,Sipaliwini,Suriname,1.9660500288,-56.0035018921,744
SMST,SMZ,Stoelmanseiland Airport,Stoelmans Eiland,Suriname,4.3499999046,-54.4166679382,187
SMCO,TOT,Totness Airport,Totness,Suriname,5.8658299446,-56.3274993896,10
SMWA,AGI,Wageningen Airstrip,Wageningen,Suriname,5.7666668892,-56.6333312988,6
MRCA,CSC,Codela Airport,Guapiles,Costa Rica,10.4139995575,-85.0916976929,328
SYOR,ORJ,Orinduik Airport,Orinduik,Guyana,4.7252697945,-60.0349998474,1797
SYAN,NAI,Annai Airport,Annai,Guyana,3.9594399929,-59.1241989136,301
SYAP,,Apoteri Airport,Apoteri,Guyana,4.013879776,-58.6049995422,301
SYIB,IMB,Imbaimadai Airport,Imbaimadai,Guyana,5.7081098557,-60.2942008972,1646
SYKM,KAR,Kamarang Airport,Kamarang,Guyana,5.8653402328,-60.614200592,1601
SYMB,USI,Mabaruma Airport,Mabaruma,Guyana,8.1999998093,-59.7832984924,45
SYMD,MHA,Mahdia Airport,Mahdia,Guyana,5.277490139,-59.1511001587,300
SGPJ,PJC,Dr Augusto Roberto Fuster International Airport,Pedro Juan Caballero,Paraguay,-22.6399993896,-55.8300018311,1873
SKAD,ACD,Alcides Fernández Airport,Acandi,Colombia,8.51667,-77.3,50
SKSA,RVE,Los Colonizadores Airport,Saravena,Colombia,6.951868,-71.857179,680
UEBB,,Batagay Airport,Batagay,Russia,67.6480026245,134.6950073242,696
SKVG,VGZ,Villa Garzón Airport,Villa Garzon,Colombia,0.978767,-76.6056,1248
SKEB,EBG,El Bagre Airport,El Bagre,Colombia,7.59647,-74.8089,180
SKCU,CAQ,Juan H White Airport,Caucasia,Colombia,7.96847,-75.1985,174
SKCD,COG,Mandinga Airport,Condoto,Colombia,5.08333,-76.7,213
SKTL,TLU,Golfo de Morrosquillo Airport,Tolu,Colombia,9.50945,-75.5854,16
SBCB,CFB,Cabo Frio Airport,Cabo Frio,Brazil,-22.9216995239,-42.0742988586,23
SWSI,OPS,Presidente João Batista Figueiredo Airport,Sinop,Brazil,-11.8850002289,-55.5861091614,1227
SWGI,GRP,Gurupi Airport,Gurupi,Brazil,-11.7396001816,-49.1321983337,1148
SNKE,CMP,Santana do Araguaia Airport,Santana do Araguaia,Brazil,-9.3199701309,-50.3284988403,597
SNVS,BVS,Breves Airport,Breves,Brazil,-1.6365300417,-50.4435997009,98
SNSW,SFK,Soure Airport,Soure,Brazil,-0.6994310021,-48.5209999084,43
SWPI,PIN,Parintins Airport,Parintins,Brazil,-2.673019886,-56.7771987915,87
SNBR,BRA,Barreiras Airport,Barreiras,Brazil,-12.0789003372,-45.0089988708,2447
SWST,STZ,Santa Terezinha Airport,Santa Terezinha,Brazil,-10.4647216797,-50.518611908,663
SBMC,MQH,Minaçu Airport,Minacu,Brazil,-13.5491,-48.195301,1401
SWGN,AUX,Araguaína Airport,Araguaina,Brazil,-7.22787,-48.240501,771
SWNA,NVP,Novo Aripuanã Airport,Novo Aripuana,Brazil,-5.1180300713,-60.3648986816,118
SWFE,LVR,Fazenda Colen Airport,Lucas do Rio Verde,Brazil,-13.3144435883,-56.11277771,1345
SIMK,FRC,Franca Airport,Franca,Brazil,-20.5921993256,-47.382900238,3292
SSDO,DOU,Dourados Airport,Dourados,Brazil,-22.2019,-54.926601,1503
SWLB,LBR,Lábrea Airport,Labrea,Brazil,-7.2789697647,-64.7695007324,190
SWRD,ROO,Maestro Marinho Franco Airport,Rondonopolis,Brazil,-16.586,-54.7248,1467
SBGU,GPB,Tancredo Thomas de Faria Airport,Guarapuava,Brazil,-25.3875007629,-51.520198822,3494
SSJA,JCB,Santa Terezinha Airport,Joacaba,Brazil,-27.1714000702,-51.5532989502,2546
SWLC,RVD,General Leite de Castro Airport,Rio Verde,Brazil,-17.8347225189,-50.956111908,2464
SBAX,AAX,Romeu Zema Airport,Araxa,Brazil,-19.5631999969,-46.9603996277,3276
SWMW,MBZ,Maués Airport,Maues,Brazil,-3.37217,-57.7248,69
SWBR,RBB,Borba Airport,Borba,Brazil,-4.4063401222,-59.6024017334,293
SWKO,CIZ,Coari Airport,Coari,Brazil,-4.134059906,-63.132598877,131
SWBC,BAZ,Barcelos Airport,Barcelos,Brazil,-0.981292,-62.919601,112
SWDM,DMT,Diamantino Airport,Diamantino,Brazil,-14.3768997192,-56.4003982544,1476
SNGI,GNM,Guanambi Airport,Guanambi,Brazil,-14.2082004547,-42.7461013794,1815
DAFI,QDJ,Tsletsi Airport,Djelfa,Algeria,34.6657,3.351,3753
FNZG,NZA,Nzagi Airport,Nzagi,Angola,-7.7169399262,21.3582000732,2431
FNLK,LBZ,Lucapa Airport,Lucapa,Angola,-8.4457273483,20.7320861816,3029
FTTN,AMC,Am Timan Airport,Am Timan,Chad,11.0340003967,20.2740001678,1420
HEOW,GSQ,Shark El Oweinat International Airport,Sharq Al-Owainat,Egypt,22.5856990814,28.7166004181,859
KMRB,MRB,Eastern WV Regional Airport/Shepherd Field,Martinsburg,United States,39.40190125,-77.98459625,565
HALA,AWA,Awassa Airport,Awasa,Ethiopia,7.0669999123,38.5,5450
HAJJ,JIJ,Wilwal International Airport,Jijiga,Ethiopia,9.3325,42.9121,5954
HAMA,MKS,Mekane Selam Airport,Mekane Selam,Ethiopia,10.7254,38.7415,8405
HADM,DBM,Debra Marcos Airport,Debre Marqos,Ethiopia,10.3500003815,37.716999054,8136
HADT,DBT,Debre Tabor Airport,Debre Tabor,Ethiopia,11.9670000076,38,8490
HAHM,QHR,Harar Meda Airport,Debre Zeyit,Ethiopia,8.7163,39.0059,6201
HAGB,GOB,Robe Airport,Goba,Ethiopia,7.1160634,40.0463033,7892
FOOY,MYB,Mayumba Airport,Mayumba,Gabon,-3.4584197998,10.6740760803,13
HKMS,MRE,Mara Serena Lodge Airstrip,Masai Mara,Kenya,-1.406111,35.008057,5200
HKMK,,Meru Mulika Airport,Meru National Park,Kenya,0.229567,38.171412,2230
HSMK,RBX,Rumbek Airport,Rumbek,Sudan,6.8249998093,29.6690006256,1378
HSYE,,Yei Airport,Yei,Sudan,4.130281601,30.7280731201,2000
GLCP,CPA,Cape Palmas Airport,Greenville,Liberia,4.3790202141,-7.6969499588,20
LSGE,,Ecuvillens Airport,Ecuvillens,Switzerland,46.7550010681,7.0761098862,2293
FQIA,,Inhaca Airport,Inhaca,Mozambique,-25.9971446991,32.9293518066,10
GOSM,MAX,Ouro Sogui Airport,Matam,Senegal,15.5936002731,-13.3227996826,85
FSSB,BDI,Bird Island Airport,Bird Island,Seychelles,-3.72472,55.205299,6
HSSW,WHF,Wadi Halfa Airport,Wadi Halfa,Sudan,21.8026981354,31.5215778351,961
HUKD,,Kidepo Airport,Kidepo,Uganda,3.7176,33.7487,4033
HUKT,,Kitgum Airport,Kitgum,Uganda,3.2817,32.8882,3130
HUPA,PAF,Bugungu Airport,Pakuba,Uganda,2.2,31.55,2472
ENSA,,Svea Airport,Sveagruva,Svalbard,77.8969444,16.725,32
ENAS,,Ny-Ålesund Airport (Hamnerabben),Ny-Alesund,Svalbard,78.9274978638,11.8743,50
LTDA,HTY,Hatay Airport,Hatay,Turkey,36.36277771,36.2822227478,269
EEKU,,Kihnu Airfield,Kihnu,Estonia,58.1483001709,24.0025005341,10
EERU,,Ruhnu Airfield,Ruhnu,Estonia,57.7839012146,23.2660999298,10
NTAV,RVV,Raivavae Airport,Raivavae,French Polynesia,-23.8852005005,-147.662002563,7
LEDA,ILD,Lleida-Alguaire Airport,Lleida,Spain,41.728185,0.535023,1170
LFEC,,Ouessant Airport,Ouessant,France,48.4631996155,-5.0635800362,142
BIBD,BIU,Bildudalur Airport,Bildudalur,Iceland,65.6412963867,-23.5461997986,18
BIGJ,GJR,Gjögur Airport,Gjogur,Iceland,65.995300293,-21.3269004822,83
BIKR,SAK,Sauðárkrókur Airport,Saudarkrokur,Iceland,65.7316970825,-19.5727996826,8
BISF,,Selfoss Airport,Selfoss,Iceland,63.9291992188,-21.0377998352,45
EIMN,IIA,Inishmaan Aerodrome,Inishmaan,Ireland,53.0929985046,-9.5680599213,15
UAAT,TDK,Ak Bashat Airport,Taldykorgan,Kazakhstan,42.88958,73.602004,0
ZMUL,ULG,Ulgii Mongolei Airport,Olgii,Mongolia,48.9933013916,89.9225006104,5732
UTDT,,Qurghonteppa International Airport,Kurgan Tyube,Tajikistan,37.8664016724,68.8647003174,1473
ULWW,VGD,Vologda Airport,Vologda,Russia,59.2825012207,39.9444007874,387
UHMW,,Severo-Evensk Airport,Evensk,Russia,61.9216651917,159.2299957275,0
UERO,,Olenyok Airport,Olenyok,Russia,68.5149993896,112.4800033569,847
UERS,,Saskylakh Airport,Saskylakh,Russia,71.9279022217,114.0800018311,0
ULAL,LDG,Leshukonskoye Airport,Arkhangelsk,Russia,64.8960037231,45.7229995728,220
UIUN,,Nizhneangarsk Airport,Nizhneangarsk,Russia,55.8008003235,109.5950012207,1545
UNIW,,Vanavara Airport,Vanavara,Russia,60.3596992493,102.3239974976,892
UERA,,Aykhal Airport,Aykhal,Russia,65.959197998,111.5465011597,0
USSK,,Uktus Airport,Yekaterinburg,Russia,56.7016983032,60.7900009155,643
UNIB,,Baykit Airport,Baykit,Russia,61.676700592,96.3550033569,853
UNBI,,Biysk Airport,Biysk,Russia,52.4799995422,85.3399963379,620
LEHC,HSK,Huesca/Pirineos Airport,Huesca,Spain,42.0760993958,-0.3166669905,1768
LERL,CQM,Ciudad Real Central Airport,Ciudad Real,Spain,38.8563888889,-3.97,0
ORNI,NJF,Al Najaf International Airport,Najaf,Iraq,31.989853,44.404317,103
EGEY,CSA,Colonsay Airstrip,Colonsay,United Kingdom,56.0574989319,-6.243060112,44
KUZA,RKH,Rock Hill - York County Airport,Rock Hill,United States,34.9878006,-81.05719757,666
KAGC,AGC,Allegheny County Airport,Pittsburgh,United States,40.3544006348,-79.9301986694,1252
KVQQ,,Cecil Airport,Jacksonville,United States,30.2187004089,-81.876701355,81
KFTY,FTY,Fulton County Airport Brown Field,Atlanta,United States,33.7790985107,-84.5214004517,841
EGHT,TSO,Tresco Heliport,Tresco,United Kingdom,49.9455986023,-6.331389904,20
OATN,TII,Tarin Kowt Airport,Tarin Kowt,Afghanistan,32.6041984558,65.8657989502,4429
OAZJ,ZAJ,Zaranj Airport,Zaranj,Afghanistan,30.972222,61.865833,1572
OACC,CCN,Chakcharan Airport,Chaghcharan,Afghanistan,34.533000946,65.266998291,7383
ZSFY,FUG,Fuyang Xiguan Airport,Fuyang,China,32.882157,115.734364,104
ZSLD,LCX,Longyan Guanzhishan Airport,Longyan,China,25.6746997833,116.747001648,1225
ZUYI,ACX,Xingyi Airport,Xingyi,China,25.0863888889,104.959444444,4150
ZUNP,HZH,Liping Airport,Liping,China,26.32217,109.1499,1620
UB13,,Stepanakert Air Base,Stepanakert,Azerbaijan,39.9014015198,46.7869987488,2001
KOSU,OSU,Ohio State University Airport,Columbus,United States,40.0797996521,-83.0729980469,905
KADS,ADS,Addison Airport,Addison,United States,32.9686012268,-96.8364028931,644
KDTS,DTS,Destin Executive Airport,Destin,United States,30.40010071,-86.47149658,23
UKOH,KHE,Chernobayevka Airport,Kherson,Ukraine,46.6758003235,32.506401062,148
NZRC,SZS,Ryans Creek Aerodrome,Stewart Island,New Zealand,-46.8997001648,168.100997925,62
FSAS,,Assumption Island Airport,Assumption Island,Seychelles,-9.74222,46.506802,10
ZGCJ,HJJ,Zhijiang Airport,Zhijiang,China,27.4411111111,109.7,882
CYQI,YQI,Yarmouth Airport,Yarmouth,Canada,43.8269004822,-66.0880966187,141
KISO,ISO,Kinston Regional Jetport At Stallings Field,Kinston,United States,35.331401825,-77.6088027954,93
KFFA,FFA,First Flight Airport,Kill Devil Hills,United States,36.0181999207,-75.6713027954,13
SWMK,,Maturacá Airport,Maturaca,Brazil,0.6282690167,-66.1150970459,354
SBCJ,CKS,Carajás Airport,Parauapebas,Brazil,-6.1152777672,-50.0013885498,2064
SNCW,,Centro de Lançamento de Alcântara Airport,Alcantara,Brazil,-2.3729999065,-44.3964004517,148
WIOM,MWK,Tarempa Airport,Anambas Islands,Indonesia,3.3481199741,106.2580032349,10
EDFW,,Würzburg-Schenkenturm Airport,Wuerzburg,Germany,49.817779541,9.8975000381,991
LPAV,,São Jacinto Airport,Aveiro,Portugal,40.656741,-8.741544,26
ETNP,,Hopsten Air Base,Hopsten,Germany,52.3386993408,7.5413298607,423
OIBP,PGU,Persian Gulf International Airport,Khalije Fars,Iran,27.379601,52.737701,27
OISY,YES,Yasouj Airport,Yasuj,Iran,30.7005004883,51.5451011658,5939
ORBM,OSB,Mosul International Airport,Mosul,Iraq,36.3058013916,43.1473999023,719
RJBT,TJH,Tajima Airport,Toyooka,Japan,35.5127983093,134.7870025635,584
RJDA,AXJ,Amakusa Airport,Amakusa,Japan,32.482498,130.158997,340
RJKI,KKX,Kikai Airport,Kikai,Japan,28.3213005066,129.927993774,21
RORA,AGJ,Aguni Airport,Aguni,Japan,26.5925006866,127.240997314,38
ZMDN,,Donoi Airport,Uliastai,Mongolia,47.7093,96.5258,5800
ZMBN,UGA,Bulgan Airport,Bulgan,Mongolia,48.8549995422,103.4759979248,4311
ZMUG,ULO,Ulaangom Airport,Ulaangom,Mongolia,50.066588,91.938273,0
RPVW,BPR,Borongan Airport,Borongan,Philippines,11.6743001938,125.478996277,7
RPLU,LBX,Lubang Airport,Lubang,Philippines,13.8554000854,120.1050033569,43
UTDK,TJU,Kulob Airport,Kulyab,Tajikistan,37.9880981445,69.8050003052,2293
UTAT,TAZ,Daşoguz Airport,Dasoguz,Turkmenistan,41.761101,59.826698,272
YBWX,BWB,Barrow Island Airport,Barrow Island,Australia,-20.8644008636,115.40599823,26
YDBY,DRB,Derby Airport,Derby,Australia,-17.3700008392,123.6610031128,24
YWLG,WGE,Walgett Airport,Walgett,Australia,-30.0328006744,148.1260070801,439
YBTI,BRT,Bathurst Island Airport,Bathurst Island,Australia,-11.769200325,130.6199951172,67
YDKI,DKI,Dunk Island Airport,Dunk Island,Australia,-17.9416999817,146.13999939,6
YLZI,LZR,Lizard Island Airport,Lizard Island,Australia,-14.673273,145.454571,70
YHML,HLT,Hamilton Airport,Hamilton,Australia,-37.6488990784,142.0650024414,803
YHLC,HCQ,Halls Creek Airport,Halls Creek,Australia,-18.2339000702,127.6699981689,1346
YFTZ,FIZ,Fitzroy Crossing Airport,Fitzroy Crossing,Australia,-18.1819000244,125.5589981079,368
YNRV,RVT,Ravensthorpe Airport,Ravensthorpe,Australia,-33.7971992493,120.208000183,197
YWKS,,Wilkins Runway,Budd Coast,Antarctica,-66.690833,111.523611,2529
KPVU,PVU,Provo Municipal Airport,Provo,United States,40.2192001343,-111.7229995728,4497
KSBS,SBS,Steamboat Springs Bob Adams Field,Steamboat Springs,United States,40.5163002,-106.8659973,6882
KDTA,DTA,Delta Municipal Airport,Delta,United States,39.3805999756,-112.508003235,4759
KRIF,RIF,Richfield Municipal Airport,Richfield,United States,38.7364006042,-112.0989990234,5301
KPUC,PUC,Carbon County Regional/Buck Davis Field,Price,United States,39.61389923,-110.7509995,5957
KLAM,LAM,Los Alamos Airport,Los Alamos,United States,35.8797988892,-106.268997192,7171
KHII,HII,Lake Havasu City Airport,Lake Havasu City,United States,34.571098,-114.358002,783
KINW,INW,Winslow Lindbergh Regional Airport,Winslow,United States,35.021900177,-110.722999573,4941
KDGL,DGL,Douglas Municipal Airport,Douglas,United States,31.3425998688,-109.505996704,4173
NGMK,MZK,Marakei Airport,Marakei,Kiribati,2.0586099625,173.2709960938,10
NGTB,AEA,Abemama Atoll Airport,Abemama,Kiribati,0.4908330142,173.828994751,8
NGUK,AAK,Buariki Airport,Buariki,Kiribati,0.1852779984,173.6369934082,0
NGKT,KUC,Kuria Airport,Kuria,Kiribati,0.218611002,173.4420013428,0
NGTR,AIS,Arorae Island Airport,Arorae,Kiribati,-2.6161100864,176.8029937744,0
NGTM,TMN,Tamana Island Airport,Tamana,Kiribati,-2.4858300686,175.9700012207,0
NGBR,BEZ,Beru Airport,Beru Island,Kiribati,-1.3547199965,176.0070037842,6
NGNU,NIG,Nikunau Airport,Nikunau,Kiribati,-1.314440012,176.410003662,6
NGTU,BBG,Butaritari Atoll Airport,Butaritari,Kiribati,3.08583,172.811005,5
NGMN,MTK,Makin Island Airport,Makin,Kiribati,3.3744399548,172.9920043945,0
NGMA,MNK,Maiana Airport,Maiana,Kiribati,1.0036100149,173.0310058594,8
NGTO,NON,Nonouti Airport,Nonouti,Kiribati,-0.6397219896,174.4279937744,10
NGTS,TSU,Tabiteuea South Airport,Tabiteuea,Kiribati,-1.4744399786,175.0639953613,0
NZWT,WTZ,Whitianga Airport,Whitianga,New Zealand,-36.8316993713,175.6790008545,10
NZTK,KTF,Takaka Airport,Takaka,New Zealand,-40.8133010864,172.7749938965,102
AGAF,AFT,Afutara Aerodrome,Afutara,Solomon Islands,-9.1913888889,160.948611111,23
AGAR,RNA,Ulawa Airport,Ulawa,Solomon Islands,-9.8605435826,161.979546547,40
AGGC,CHY,Choiseul Bay Airport,Choiseul Bay,Solomon Islands,-6.711944,156.396111,0
AGGT,NNB,Santa Ana Airport,Santa Ana,Solomon Islands,-10.847994,162.454108,3
AGGY,XYA,Yandina Airport,Yandina,Solomon Islands,-9.092816,159.21841,60
KBOW,BOW,Bartow Municipal Airport,Bartow,United States,27.9433994293,-81.7834014893,125
UUBD,,Dyagilevo Air Base,Kostroma,Russia,54.6446990967,39.570400238,440
NSFQ,FTI,Fitiuta Airport,Fiti\\'uta,American Samoa,-14.2172,-169.425003,110
